area,perimeter,eccentricity,solidity
167,52.970562748477136,0.8875781664944956,0.943502824858757
333,100.56854249492379,0.7991203260570515,0.7872340425531915
324,101.1543289325507,0.8222292333308755,0.8
262,64.52691193458118,0.8003567777016777,0.9357142857142857
209,52.87005768508881,0.773709259131787,0.9720930232558139
434,102.70458146424487,0.8204210316439032,0.8066914498141264
379,109.81118318204308,0.8356023195588236,0.6878402903811253
247,64.52691193458118,0.7588114231830981,0.9148148148148149
379,170.118795026618,0.40193176661355917,0.563150074294205
763,208.88834764831844,0.8596630023584105,0.7191328934967012
280,89.63351365237938,0.9020362214833632,0.7291666666666666
195,146.4619407771256,0.39949920706677094,0.2638700947225981
348,126.80508652763321,0.4451092910438973,0.7145790554414785
211,55.69848480983499,0.7222049725246962,0.9377777777777778
191,51.11269837220809,0.6904709372188487,0.9408866995073891
181,121.1543289325507,0.8252253078356427,0.28325508607198746
201,51.21320343559643,0.7489962502718409,0.9710144927536232
265,58.8700576850888,0.6408330436006386,0.9671532846715328
209,54.2842712474619,0.7354508318716201,0.9457013574660633
246,75.698484809835,0.9145235672795773,0.8913043478260869
268,60.2842712474619,0.6360859559911493,0.9469964664310954
224,142.01219330881975,0.9857621396791066,0.38620689655172413
194,52.04163056034261,0.614330030619869,0.941747572815534
479,161.5685424949238,0.562657557526611,0.6625172890733056
429,113.18986283848345,0.41219631018889163,0.7579505300353356
217,58.284271247461895,0.8035963252168957,0.9393939393939394
323,83.25483399593904,0.8856775947789434,0.8522427440633246
333,123.25483399593904,0.8004352216978422,0.6995798319327731
938,176.16652224137047,0.7798648855157195,0.8192139737991266
215,64.2842712474619,0.7865154274848161,0.8811475409836066
292,65.1126983722081,0.6603389254230088,0.9240506329113924
252,61.94112549695428,0.7185355151593681,0.9197080291970803
286,71.11269837220809,0.8683494841308862,0.9022082018927445
327,119.42640687119285,0.5841455244128148,0.6592741935483871
323,107.18986283848344,0.8699538027669829,0.7408256880733946
