area,perimeter,eccentricity,solidity
1716,168.81118318204307,0.7576415412827876,0.9575892857142857
2807,204.30865786510142,0.7442331534986016,0.9783896828163123
2040,176.36753236814712,0.7551501290707345,0.9718913768461171
2299,214.65180361560903,0.8234159245246067,0.9040503342508848
2417,188.75230867899737,0.5647192592100794,0.9706827309236947
1938,169.92388155425118,0.5217128855221405,0.968031968031968
2150,182.8528137423857,0.7442842357421489,0.9559804357492219
2482,188.65180361560903,0.4782207726504832,0.9729517836142689
1436,152.08326112068522,0.5300420024332337,0.9696151249155975
1990,168.36753236814712,0.5004782591502027,0.9702584105314481
4809,565.9970414071697,0.8749417680514253,0.6789495976281237
1961,170.2670273047588,0.5957770911210162,0.9660098522167487
812,167.1543289325507,0.9844117626955338,0.8638297872340426
2446,204.02438661763952,0.8749722167316989,0.966798418972332
2192,179.095454429505,0.7008925226474044,0.9694825298540469
2513,200.06601717798213,0.4951156954379144,0.9533383915022762
2198,194.79393923933998,0.8879126563603194,0.9610843900306077
2695,208.75230867899737,0.7357931156580926,0.949947127247092
2421,191.8233764908628,0.7468715721490877,0.9730707395498392
2248,184.5096679918781,0.7387063151830044,0.9706390328151986
1953,169.7817459305202,0.40080236032309186,0.9620689655172414
2250,182.16652224137047,0.7143106941365276,0.9706643658326143
2939,258.0365799264593,0.8567004776008883,0.8583528037383178
2620,222.20815280171306,0.7207896856665444,0.9012727898176814
2137,184.3086578651014,0.711002306371689,0.9617461746174617
2864,219.6223663640862,0.8567284483341434,0.9711766700576466
2486,193.78174593052023,0.7771023740084491,0.9749019607843137
2555,193.92388155425118,0.6756174959223273,0.968904057641259
2342,187.7228714274745,0.6090532196424584,0.9614121510673235
2532,196.7523086789974,0.7827163499017316,0.9757225433526011
2926,232.59292911256333,0.8521169761412142,0.9178168130489335
2416,203.9655121145938,0.8857951713673766,0.9664
2626,197.23759005323595,0.6505656533300487,0.9736744530960326
2153,180.61017305526642,0.6092806464105097,0.9594474153297683
2245,193.6812408671319,0.8708250753880044,0.9606332905434317
2566,201.53910524340097,0.808624812707153,0.9775238095238096
2318,199.82337649086284,0.43241043003394686,0.9202064311234617
2482,188.40916292848976,0.494914004166587,0.9737151824244802
