area,perimeter,eccentricity,solidity
1257,139.59797974644667,0.6929625566038643,0.9729102167182663
1529,153.15432893255073,0.6412849832945999,0.97264631043257
973,133.59797974644667,0.8756656541164223,0.9586206896551724
1160,136.11879502661796,0.6937939312494115,0.9739714525608733
2272,206.61626970967632,0.7381041849962604,0.9361351462711166
3058,240.89444430272832,0.8416808341584104,0.8925861062463515
2094,176.36753236814712,0.7422304142831957,0.9685476410730804
2211,178.99494936611669,0.6981189479229992,0.9748677248677249
2144,175.43860018001263,0.6457400687491801,0.9710144927536232
2147,186.46803743153544,0.7935259051498538,0.9750227066303361
2362,219.88834764831844,0.849429715536664,0.8899773926149209
2042,175.78174593052023,0.7470512972315139,0.9700712589073635
2111,185.53910524340094,0.8221766476966854,0.9534778681120144
2705,209.6223663640862,0.7908556314918374,0.9558303886925795
2373,199.7817459305202,0.8616034136378312,0.9705521472392638
2913,216.89444430272835,0.6688555358829867,0.9393743953563367
2714,224.35028842544406,0.8856805085042305,0.9336085311317509
2207,174.2670273047588,0.15726687549875687,0.9778466991581746
2014,169.3380951166243,0.3259768911039671,0.9753026634382567
2282,180.71067811865478,0.6142672973284745,0.9743808710503843
2344,192.40916292848976,0.826684163225418,0.9714048901782014
2196,186.99494936611663,0.8376886216474889,0.974267968056788
2355,191.6812408671319,0.7783383925839427,0.963978714695047
2546,194.50966799187808,0.7575717385573396,0.972126765941199
2289,188.71067811865473,0.787025382214465,0.9625735912531539
2396,188.99494936611663,0.7075203121884133,0.9739837398373984
2114,183.33809511662426,0.8382018685395807,0.9657377798081316
2114,176.26702730475878,0.5648864108837819,0.9724011039558418
2091,184.85281374238568,0.7557805020007157,0.958295142071494
2313,188.50966799187808,0.6056519475978998,0.9506781750924784
2153,179.3380951166243,0.7018802186835947,0.9693831607384061
2070,171.63961030678925,0.7109440280277777,0.9782608695652174
2022,168.0243866176395,0.3762210001023955,0.9801260300533204
2450,204.651803615609,0.8814796408139199,0.9664694280078896
2371,203.7228714274745,0.8617351684522061,0.95682001614205
2812,199.095454429505,0.4756405400347667,0.9804741980474198
2144,186.16652224137047,0.7962425771854155,0.9610040340654415
2247,187.58073580374355,0.8094138450475306,0.9664516129032258
2197,186.50966799187808,0.8049241062066548,0.9674152355790401
2119,190.61017305526644,0.8726982098755769,0.9623069936421436
2087,176.95331880577402,0.7706021632396809,0.9761459307764265
2464,205.7228714274745,0.8745464440472206,0.9681728880157171
2014,172.2670273047588,0.7119586100326407,0.9753026634382567
1929,170.8528137423857,0.7753765338345008,0.9693467336683417
1929,164.5096679918781,0.5088013119177972,0.9776989356310187
2334,187.09545442950497,0.7965204195002143,0.9720949604331528
2629,202.3086578651014,0.715820987142368,0.9546114742193174
2265,179.3380951166243,0.5881355135655617,0.975452196382429
1791,164.46803743153546,0.7494861689573791,0.9707317073170731
2319,189.63961030678928,0.8026597001344749,0.976832350463353
2169,177.6812408671319,0.6880251362804674,0.9700357781753131
2320,223.92388155425118,0.7756342795178063,0.8659947741694662
