area,perimeter,eccentricity,solidity
231,102.84062043356596,0.8945078895710689,0.4957081545064378
149,44.970562748477136,0.7299305739190055,0.9490445859872612
124,39.31370849898477,0.3020928424390488,0.96875
158,51.21320343559643,0.7496365474767448,0.9349112426035503
158,53.66295090390226,0.8180110139660295,0.8586956521739131
140,41.798989873223334,0.5910274167822233,0.958904109589041
192,64.97665940288702,0.682950721025634,0.8311688311688312
133,41.556349186104036,0.7078099725572996,0.9637681159420289
164,45.79898987322333,0.6046524133767762,0.9590643274853801
157,44.38477631085023,0.16608367177240524,0.9515151515151515
138,42.384776310850235,0.6851767958602566,0.9452054794520548
150,43.55634918610404,0.37473896257333045,0.9615384615384616
141,41.79898987322333,0.5356962405237321,0.9591836734693877
321,81.35533905932738,0.8759329744120733,0.8403141361256544
159,44.970562748477136,0.5745140685243377,0.9636363636363636
340,71.698484809835,0.51799583097737,0.9264305177111717
128,39.55634918610404,0.3319173738060781,0.9624060150375939
188,66.698484809835,0.8007428345616137,0.7736625514403292
144,43.55634918610404,0.6722708218549329,0.9473684210526315
148,42.38477631085023,0.584416338597237,0.9801324503311258
141,41.79898987322333,0.6407481307196126,0.9724137931034482
133,40.72792206135786,0.6244724025517246,0.9637681159420289
233,58.55634918610404,0.3604006839335859,0.91015625
131,39.55634918610405,0.3260439345482895,0.9849624060150376
164,53.83452377915606,0.7807469869568536,0.8
165,46.384776310850235,0.6442683004178531,0.953757225433526
151,44.62741699796952,0.5970500703879118,0.937888198757764
159,45.798989873223334,0.5022278648831929,0.9695121951219512
149,42.97056274847714,0.5437709412466154,0.9612903225806452
168,45.79898987322333,0.4939021345486138,0.9710982658959537
158,44.62741699796952,0.5981695657410393,0.9575757575757575
133,40.970562748477136,0.2644843084746773,0.9432624113475178
127,38.970562748477136,0.47992281839564094,0.9769230769230769
154,49.42031021678297,0.7151497653254684,0.8901734104046243
134,40.970562748477136,0.522045526026084,0.9640287769784173
223,68.18376618407358,0.7467654436184819,0.8138686131386861
145,44.284271247461895,0.33661001402340973,0.9294871794871795
129,40.97056274847714,0.5891409183116714,0.9280575539568345
145,42.384776310850235,0.6316752818280008,0.9731543624161074
142,46.72792206135786,0.8080710727218398,0.9281045751633987
155,43.798989873223334,0.4433609421694239,0.9627329192546584
139,40.97056274847714,0.18770644235437656,0.9652777777777778
138,41.31370849898476,0.5865755339284964,0.9857142857142858
134,40.970562748477136,0.35652504912553534,0.950354609929078
147,77.698484809835,0.9294882929179674,0.5
150,42.38477631085023,0.35501065710900076,0.9803921568627451
137,41.55634918610404,0.25594634571132957,0.9513888888888888
128,39.55634918610404,0.3724444350308341,0.9552238805970149
155,43.55634918610405,0.36959676527907526,0.9748427672955975
229,72.18376618407358,0.9387893120499299,0.8450184501845018
107,37.071067811865476,0.5643936146495739,0.9727272727272728
141,43.21320343559643,0.7588500476593014,0.9527027027027027
126,40.38477631085023,0.20660489975402122,0.9264705882352942
151,46.384776310850235,0.8354421452045061,0.949685534591195
151,44.384776310850235,0.4659078566186082,0.937888198757764
119,37.55634918610404,0.39440125998172876,0.9754098360655737
161,46.62741699796952,0.7475804829832216,0.9583333333333334
147,44.384776310850235,0.7816070910027803,0.9545454545454546
126,40.384776310850235,0.7228875187865895,0.9618320610687023
145,43.21320343559643,0.7326075978655003,0.9602649006622517
133,40.97056274847714,0.3072202502345229,0.9366197183098591
129,39.798989873223334,0.5909780014858672,0.9699248120300752
165,45.21320343559643,0.39811181576435223,0.9649122807017544
147,43.21320343559643,0.6410693763444009,0.9483870967741935
132,40.970562748477136,0.5228142007299971,0.9361702127659575
142,41.21320343559643,0.3147880276267023,0.9726027397260274
130,41.55634918610404,0.7044876158129741,0.9420289855072463
136,42.62741699796952,0.7468702967534696,0.9444444444444444
158,55.69848480983499,0.9228137555507304,0.8586956521739131
122,38.970562748477136,0.4835872479297454,0.9457364341085271
308,65.35533905932738,0.5741970894014673,0.9476923076923077
144,42.38477631085024,0.19310179146196355,0.9536423841059603
143,42.384776310850235,0.30427917071857413,0.9470198675496688
245,59.69848480983499,0.48606150604431614,0.9176029962546817
135,41.55634918610404,0.3879044667147425,0.9375
123,38.970562748477136,0.5606453179937568,0.968503937007874
145,43.55634918610404,0.6451276856873956,0.9415584415584416
325,69.73401871576773,0.639202080171756,0.9285714285714286
132,40.14213562373095,0.5367302454792804,0.9705882352941176
248,59.35533905932738,0.43335890144021816,0.9429657794676806
173,47.21320343559642,0.2805767085806463,0.9453551912568307
148,46.45584412271571,0.702887492203868,0.9192546583850931
158,45.21320343559643,0.568330731938775,0.9518072289156626
146,43.45584412271571,0.22578088894734624,0.9419354838709677
138,40.970562748477136,0.32980921713234884,0.965034965034965
129,39.55634918610404,0.6169493436614448,0.9699248120300752
136,42.14213562373095,0.7608468932144065,0.9645390070921985
144,42.384776310850235,0.5237643989847731,0.9536423841059603
127,38.970562748477136,0.279785425476114,0.9769230769230769
