area,perimeter,eccentricity,solidity
656,102.52691193458118,0.7405378399813028,0.9618768328445748
744,103.35533905932738,0.5169070230920515,0.9763779527559056
895,111.1543289325507,0.5815839443129583,0.9738846572361263
1055,120.8111831820431,0.4385843009613799,0.9670027497708524
870,109.39696961966999,0.4941939863786823,0.9645232815964523
926,115.1543289325507,0.4857405884209274,0.9605809128630706
951,114.91168824543144,0.4640055344317738,0.9674465920651069
1009,121.39696961966999,0.7610247743968607,0.9664750957854407
824,107.39696961966999,0.38034102588934177,0.9671361502347418
962,114.32590180780451,0.5441037820210187,0.9746707193515705
851,111.88225099390857,0.6541211307408263,0.9626696832579186
1020,137.29646455628165,0.7985603205025744,0.918091809180918
956,113.74011537017762,0.45870411160371655,0.9695740365111561
791,104.5685424949238,0.6174655501889175,0.9693627450980392
971,117.39696961966999,0.31478648390875585,0.9623389494549058
991,117.7401153701776,0.34262322649418697,0.9649464459591042
830,106.66904755831213,0.31710922393506824,0.969626168224299
1261,160.68124086713192,0.7272733079067367,0.8457411133467472
840,106.9116882454314,0.46275602685217276,0.9688581314878892
853,112.91168824543142,0.6826626622200909,0.9530726256983241
992,117.98275605729688,0.5290898087939151,0.9706457925636007
1057,119.74011537017762,0.5123356094792052,0.9759926131117267
972,115.98275605729688,0.32053196005007006,0.9662027833001988
854,109.74011537017762,0.5828948964371452,0.9682539682539683
922,115.9827560572969,0.6967170361960245,0.9624217118997912
906,112.71067811865476,0.5470917628153151,0.9721030042918455
789,104.08326112068524,0.5079370403768146,0.9657282741738066
886,110.08326112068524,0.4888348890723423,0.9725576289791438
829,106.91168824543142,0.3005090764875466,0.9662004662004662
881,109.15432893255071,0.4572199844374853,0.9713340683572216
789,103.7401153701776,0.44318253441229744,0.9716748768472906
815,106.5685424949238,0.5655854356244652,0.9644970414201184
823,107.39696961966999,0.5367848071588501,0.9682352941176471
832,109.9827560572969,0.5760715377417601,0.9629629629629629
920,113.15432893255071,0.3915341284160862,0.9603340292275574
790,105.39696961966999,0.5035024020463814,0.959902794653706
898,112.8111831820431,0.6948305328298054,0.9655913978494624
1040,120.36753236814712,0.6378050486739458,0.9737827715355806
963,153.0243866176395,0.7822297166447992,0.811973018549747
866,108.9116882454314,0.5797016439417748,0.9697648376259799
820,106.66904755831213,0.4807424461749288,0.9669811320754716
755,104.08326112068524,0.6878976299553138,0.9484924623115578
964,135.08326112068522,0.6501743734070321,0.8852157943067034
819,107.74011537017762,0.5423975979003477,0.9567757009345794
